31.10.2020	84231722	137	70883
31.10.2020	84231770	22911	47629
31.10.2020	84105171	662	5186
31.10.2020	84231818	19	58290
31.10.2020	84231877	2453	47091
31.10.2020	84231891	41	59431
31.10.2020	84231909	5	47966
31.10.2020	84105977	59	5852
31.10.2020	84270851	513	42073
31.10.2020	84270859	296	57266
31.10.2020	84270860	14	70359
31.10.2020	84270862	8	75793
31.10.2020	84270871	78	45474
31.10.2020	84270887	1477	38086
31.10.2020	84270890	149	62504
31.10.2020	84270895	932	27831
31.10.2020	84270897	5012	51535
31.10.2020	84270902	28	69224
31.10.2020	84270906	51	48351
31.10.2020	84270910	4114	43778
31.10.2020	84270916	1281	16698
31.10.2020	84270921	869	25378
31.10.2020	84270999	1405	59549
31.10.2020	84271012	2700	57107
31.10.2020	84271015	4	61559
31.10.2020	84271025	48	68288
31.10.2020	84271026	32	46047
31.10.2020	84271027	2	26988
31.10.2020	84271032	1632	57730
31.10.2020	84271034	4467	44214
31.10.2020	84271042	727	40223
31.10.2020	84271044	5	45253
31.10.2020	84271052	640	44664
31.10.2020	84271056	2	48849
31.10.2020	84271064	9	69363
31.10.2020	84457325	12	43619
31.10.2020	84271105	4	51113
31.10.2020	84271108	290	79632
31.10.2020	84271115	69	66335
31.10.2020	84271116	218	65849
31.10.2020	84271117	170	67496
31.10.2020	84271119	3376	42032
31.10.2020	84271120	310	46935
31.10.2020	84271121	1848	69514
31.10.2020	84271123	251	47491
31.10.2020	84271125	2518	59406
31.10.2020	84271126	0	42321
31.10.2020	84271127	2162	45894
31.10.2020	84271129	138	66861
31.10.2020	84271130	1134	60179
31.10.2020	84271131	1077	60150
31.10.2020	84271132	274	69757
31.10.2020	84271150	163	62636
31.10.2020	84271164	28	65522
31.10.2020	84271196	60	93598
31.10.2020	84271258	577	65123
31.10.2020	84271259	1	61162
31.10.2020	84271317	2501	57004
31.10.2020	84271318	21	59238
31.10.2020	84271319	1843	55508
31.10.2020	84271327	1471	67131
31.10.2020	84271331	1972	57491
31.10.2020	84271332	995	59196
31.10.2020	84271410	1033	70549
31.10.2020	84271413	18	44257
31.10.2020	84271416	531	67986
31.10.2020	84105976	40	3691
31.10.2020	84271422	283	72160
31.10.2020	84271428	286	68590
31.10.2020	84105165	21	3706
31.10.2020	84271433	245	73395
31.10.2020	84271483	1374	76189
31.10.2020	84271485	503	76088
31.10.2020	84271487	5412	53117
31.10.2020	84271493	1252	48383
31.10.2020	84271505	3520	67279
